0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,f,0,0,0,a,0,0,0,0,0,0,a,a,a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,a,0,0,a,a,a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,f,f,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,0,0,0,0,0,0,0,0,0,i,o,i,o,i,o,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,0,k,j,k,j,k,j,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,f,a,0,0,0,0,0,0,0,0,0,0,0,0,0,a,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,f,a,0,0,0,0,0,0,0,0,0,0,0,0,a,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,f,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,s,s,s,0,0,s,s,s,s,s,s,s,s,0,0,f,0,0,0,0,0,0,0,s,s,s,s,s,s,s,s,s,s,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,h,0,0,0,0,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,0,a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,f,0,0,0,0,0,0,s,s,s,s,0,0,s,s,s,s,0,
0,0,h,0,0,0,0,0,0,0,0,0,0,s,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,h,0,0,0,0,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,0,f,0,0,0,0,0,c,0,c,0,0,p,0,0,p,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,s,s,s,0,0,s,s,s,s,s,s,s,s,0,0,0,0,0,0,0,0,0,c,0,c,0,0,p,0,0,p,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,h,0,0,h,0,0,0,0,0,s,0,0,0,s,0,s,0,0,0,l,0,l,0,0,b,0,b,0,b,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,h,0,0,0,0,0,0,a,0,0,0,0,s,0,0,0,l,0,l,0,0,b,0,b,0,b,0,0,
0,0,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
