8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
8,6,6,6,6,6,6,6,6,6,6,6,8,5,5,5,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,
8,6,6,6,6,6,6,6,6,6,6,6,8,5,5,5,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,
8,6,6,6,6,6,6,6,6,6,6,6,8,5,5,5,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,
8,6,6,6,6,6,6,6,6,6,6,6,8,5,5,5,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,
8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,8,
8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,8,
8,6,6,6,6,6,6,6,6,6,6,6,8,5,6,6,5,5,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,
8,6,6,6,6,6,6,6,6,6,6,6,8,5,6,6,5,5,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,
8,6,6,6,6,6,6,6,6,6,6,6,8,5,6,6,5,5,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,
8,6,6,6,6,6,6,6,6,6,6,6,8,5,6,6,5,5,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,
8,6,6,6,6,6,6,6,6,6,6,6,8,5,6,6,5,5,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,
8,8,8,8,2,2,8,8,8,8,8,8,8,5,6,6,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
8,5,5,5,2,2,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,
8,8,8,8,2,2,8,8,8,8,8,8,8,5,6,6,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,
8,4,4,4,4,4,4,4,4,4,4,4,8,5,6,6,5,5,5,5,5,5,5,5,8,3,3,3,3,3,3,3,3,8,8,
8,4,4,4,4,4,4,4,4,4,4,4,8,5,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,8,8,
8,4,4,4,4,4,4,4,4,4,4,4,8,5,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,8,8,
8,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,5,5,5,5,5,5,5,5,8,8,8,8,6,6,8,8,8,8,8,
8,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,8,
8,4,4,4,4,4,4,4,4,4,4,4,8,5,6,6,5,5,5,5,8,8,8,8,8,8,8,8,6,6,8,8,8,8,8,
8,4,4,4,4,4,4,4,4,4,4,4,8,5,6,6,5,5,5,5,8,7,7,7,7,7,7,7,7,7,7,7,7,7,8,
8,4,4,4,4,4,4,4,4,4,4,4,8,5,6,6,5,5,5,5,8,7,7,7,7,7,7,7,7,7,7,7,7,7,8,
8,8,8,8,6,6,8,8,8,8,8,8,8,5,6,6,5,5,5,5,8,7,7,7,7,7,7,7,7,7,7,7,7,7,8,
8,5,5,5,6,6,5,5,5,5,5,5,5,5,6,6,5,5,5,5,8,7,7,7,7,7,7,7,7,7,7,7,7,7,8,
8,8,8,8,6,6,8,8,8,8,8,8,8,5,6,6,5,5,5,5,8,7,7,7,7,7,7,7,7,7,7,7,7,7,8,
8,1,1,1,1,1,1,1,1,1,1,1,8,5,6,6,5,5,5,5,8,7,7,7,7,7,7,7,7,7,7,7,7,7,8,
8,1,1,1,1,1,1,1,1,1,1,1,8,5,6,6,5,5,5,5,8,7,7,7,7,7,7,7,7,7,7,7,7,7,8,
8,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,
8,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,p,7,7,7,7,8,
8,1,1,1,1,1,1,1,1,1,1,1,8,5,5,5,5,5,5,5,8,7,7,7,7,7,7,7,7,7,7,7,7,7,8,
8,1,1,1,1,1,1,1,1,1,1,1,8,5,5,5,5,5,5,5,8,7,7,7,7,7,7,7,7,7,7,p,7,7,8,
8,1,1,1,1,1,1,1,1,1,1,1,8,5,5,5,5,5,5,5,8,7,7,7,7,7,7,7,7,7,7,7,7,7,8,
8,1,1,1,1,1,1,1,1,1,1,1,8,5,5,5,5,5,5,5,8,7,7,7,7,7,7,7,7,7,7,p,7,7,8,
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
